user,latitude,longitude,check-in count,check-in-count
13215,14.604167,120.982222,272,272.0
13216,0.0,0.0,141,141.0
13217,51.752221,-1.25596,64,64.0
13218,0.0,0.0,70,70.0
13220,0.0,0.0,588,588.0
13221,57.705579,11.942166,18,18.0
13222,0.0,0.0,468,468.0
13223,0.0,0.0,329,329.0
13225,0.0,0.0,118,118.0
13225,35.548856,-97.565642,10,10.0
13226,38.995588,-76.529857,239,239.0
13228,0.0,0.0,76,76.0
13229,59.9537,10.757893,51,51.0
13229,59.962879,10.621423,21,21.0
13229,60.193889,11.100278,25,25.0
13230,40.761765,-73.329286,211,211.0
13231,26.62168,-81.840591,106,106.0
13232,42.943936,-85.616642,134,134.0
13233,0.0,0.0,495,495.0
13233,44.467994,11.959738,23,23.0
13233,44.521102,11.296444,10,10.0
13235,0.0,0.0,432,432.0
13236,0.0,0.0,340,340.0
13237,0.0,0.0,685,685.0
13239,0.0,0.0,149,149.0
13240,40.892321,-74.477378,41,41.0
13241,0.0,0.0,47,47.0
13242,0.0,0.0,99,99.0
13242,28.563996,77.245185,306,306.0
13243,46.822301,-100.791874,83,83.0
13244,0.0,0.0,30,30.0
13244,53.916667,10.7,16,16.0
13244,54.016667,10.583333,14,14.0
13245,0.0,0.0,10,10.0
13245,25.037351,121.576796,93,93.0
13246,0.0,0.0,2091,2091.0
13248,0.0,0.0,30,30.0
13249,0.0,0.0,309,309.0
13251,0.0,0.0,11,11.0
13251,10.279404,123.97041,19,19.0
13251,10.322272,123.923523,58,58.0
13251,10.323611,123.922222,59,59.0
13251,10.359189,123.863454,41,41.0
13252,32.581633,131.664159,45,45.0
13253,0.0,0.0,399,399.0
13256,-6.399372,106.84741,32,32.0
13256,-6.332983,106.77841,15,15.0
13257,0.0,0.0,28,28.0
13258,0.0,0.0,25,25.0
13259,40.08628,-75.3962,24,24.0
13259,40.106455,-75.315675,10,10.0
13259,40.562356,-75.485191,12,12.0
13259,40.592735,-75.545712,27,27.0
13260,37.641357,-120.976548,92,92.0
13265,0.0,0.0,134,134.0
13265,38.344315,-0.481663,18,18.0
13265,38.345115,-0.481224,10,10.0
13265,38.370394,-0.426362,37,37.0
13265,38.371047,-0.426524,16,16.0
13265,38.371192,-0.424741,32,32.0
13266,-30.018574,-51.195314,105,105.0
13266,-23.536926,-46.671378,358,358.0
13267,0.0,0.0,513,513.0
13268,0.0,0.0,19,19.0
13269,0.0,0.0,206,206.0
13270,0.0,0.0,71,71.0
13271,0.0,0.0,112,112.0
13272,0.0,0.0,175,175.0
13274,0.0,0.0,68,68.0
13275,0.0,0.0,63,63.0
13276,0.0,0.0,71,71.0
13279,0.0,0.0,106,106.0
13280,44.927539,-93.116207,38,38.0
13282,0.0,0.0,489,489.0
13283,36.16589,-86.784443,112,112.0
13285,35.529659,-97.610653,285,285.0
13286,0.0,0.0,155,155.0
13288,43.6,7.0,273,273.0
13291,49.257379,7.042837,124,124.0
13292,0.0,0.0,57,57.0
13294,34.172846,-118.325739,131,131.0
13295,48.898573,2.363067,194,194.0
13296,36.065516,-96.003148,291,291.0
13297,36.153982,-95.992775,149,149.0
13298,0.0,0.0,219,219.0
13299,0.0,0.0,183,183.0
13300,0.0,0.0,192,192.0
13301,28.563996,77.245185,2095,2095.0
13302,26.712948,-80.070256,101,101.0
13304,0.0,0.0,474,474.0
13305,26.652301,-81.974137,53,53.0
13307,0.0,0.0,28,28.0
13307,22.610875,120.299196,19,19.0
13307,22.612712,120.306953,20,20.0
13307,22.62774,120.315589,18,18.0
13307,24.0,121.0,31,31.0
13307,25.001615,121.520015,41,41.0
13307,25.120168,121.50127,186,186.0
13307,45.516632,-122.841578,145,145.0
13308,0.0,0.0,155,155.0
13309,0.0,0.0,602,602.0
13310,49.680278,8.616111,13,13.0
13312,0.0,0.0,108,108.0
13314,0.0,0.0,38,38.0
13315,0.0,0.0,142,142.0
13316,0.0,0.0,211,211.0
13318,0.0,0.0,42,42.0
13319,25.6667,-100.4,202,202.0
13320,39.96755,116.439252,71,71.0
13320,39.968765,116.439369,46,46.0
13321,0.0,0.0,74,74.0
13322,0.0,0.0,689,689.0
13325,0.0,0.0,238,238.0
13330,0.0,0.0,2100,2100.0
13333,35.46756,-97.516428,143,143.0
13334,0.0,0.0,207,207.0
13336,38.414815,-81.84402,181,181.0
13337,0.0,0.0,346,346.0
13338,0.0,0.0,57,57.0
13339,0.0,0.0,268,268.0
13340,0.0,0.0,2100,2100.0
13341,0.0,0.0,761,761.0
13342,50.13698,8.73883,26,26.0
13342,50.139061,8.736736,10,10.0
13342,50.145179,8.79513,51,51.0
13342,50.722518,7.143201,15,15.0
13343,53.650742,-1.779007,11,11.0
13344,39.497462,-76.892931,12,12.0
13346,14.56,121.078889,395,395.0
13348,36.08289,-115.167427,66,66.0
13352,36.065516,-96.003148,44,44.0
13353,0.0,0.0,25,25.0
13354,0.0,0.0,19,19.0
13355,0.0,0.0,125,125.0
13360,0.0,0.0,216,216.0
13362,0.0,0.0,88,88.0
13363,0.0,0.0,42,42.0
13363,39.579155,-104.876923,63,63.0
13364,0.0,0.0,308,308.0
13366,0.0,0.0,63,63.0
13366,30.255855,-97.745603,32,32.0
13367,0.0,0.0,25,25.0
13367,41.921738,-87.712336,142,142.0
13368,40.631147,-73.63596,46,46.0
13369,37.250225,-119.751264,40,40.0
13370,0.0,0.0,115,115.0
13371,41.889623,-88.310657,79,79.0
13372,0.0,0.0,22,22.0
13375,0.0,0.0,61,61.0
13377,0.0,0.0,291,291.0
13378,0.0,0.0,48,48.0
13380,-37.813997,144.963323,54,54.0
13381,41.223924,1.725111,53,53.0
13381,41.226035,1.72313,23,23.0
13381,41.22972,1.730024,68,68.0
13381,41.392014,2.159083,49,49.0
13382,0.0,0.0,15,15.0
13383,40.714269,-74.005973,86,86.0
13384,0.0,0.0,88,88.0
13385,0.0,0.0,111,111.0
13386,0.0,0.0,47,47.0
13387,0.0,0.0,26,26.0
13389,47.211151,-1.567233,23,23.0
13389,47.213707,-1.573404,23,23.0
13391,0.0,0.0,300,300.0
13393,35.187312,136.969445,19,19.0
13393,35.187334,136.969434,22,22.0
13396,-25.0,122.0,54,54.0
13397,25.774266,-80.193659,10,10.0
13403,0.0,0.0,1466,1466.0
13407,0.0,0.0,670,670.0
13408,47.606209,-122.332071,17,17.0
13411,35.045727,-85.3011,22,22.0
13413,25.252222,55.28,60,60.0
13415,26.002014,-80.177176,243,243.0
13418,0.0,0.0,19,19.0
13419,0.0,0.0,18,18.0
13421,0.0,0.0,11,11.0
13421,41.661454,-83.587274,12,12.0
13421,41.672912,-83.785086,13,13.0
13421,41.677728,-83.623392,231,231.0
13421,41.698739,-83.651624,11,11.0
13421,41.698805,-83.651269,248,248.0
13422,39.240384,-76.839418,14,14.0
13422,39.978665,-75.144469,17,17.0
13427,0.0,0.0,1824,1824.0
13428,39.165469,-94.526348,67,67.0
13429,7.984311,98.330747,23,23.0
13430,-34.170965,-70.679868,10,10.0
13430,-33.42981,-70.62343,125,125.0
13430,-33.428495,-70.621807,10,10.0
13430,-33.42071,-70.60655,94,94.0
13434,0.0,0.0,55,55.0
13439,42.238193,-87.944385,12,12.0
13439,42.450817,-87.847508,14,14.0
13440,0.0,0.0,24,24.0
13446,0.0,0.0,176,176.0
13446,41.078708,-73.469287,79,79.0
13447,0.0,0.0,14,14.0
13448,48.940451,8.839442,24,24.0
13450,49.574165,11.026972,87,87.0
13451,0.0,0.0,60,60.0
13452,51.3607,1.0257,168,168.0
13454,0.0,0.0,193,193.0
13458,0.0,0.0,51,51.0
13458,45.44623,-122.639261,23,23.0
13458,45.523452,-122.676207,31,31.0
13461,0.0,0.0,15,15.0
13462,33.385285,-111.964558,136,136.0
13463,40.777546,-73.957013,83,83.0
13464,0.0,0.0,10,10.0
13465,0.0,0.0,10,10.0
13468,-6.288717,106.746098,13,13.0
13474,28.804158,-81.725632,62,62.0
13481,41.481993,-81.798191,1179,1179.0
13482,41.877529,-88.067012,27,27.0
13485,0.0,0.0,68,68.0
13487,0.0,0.0,18,18.0
13489,0.0,0.0,1641,1641.0
13489,37.250225,-119.751264,12,12.0
13489,40.729553,-73.992842,38,38.0
13489,46.320207,-112.107222,32,32.0
13490,0.0,0.0,2100,2100.0
13493,0.0,0.0,19,19.0
13495,34.9413,-86.5923,226,226.0
13499,37.515459,127.032382,21,21.0
13499,37.589291,126.934114,16,16.0
13501,0.0,0.0,15,15.0
13501,33.252871,131.681517,53,53.0
13501,33.253136,131.683266,13,13.0
13502,44.433333,26.1,50,50.0
13505,0.0,0.0,21,21.0
13508,0.0,0.0,18,18.0
13508,33.885763,-117.613583,14,14.0
13508,34.057317,-118.237309,28,28.0
13508,34.178975,-118.311955,28,28.0
13512,25.091075,121.559834,296,296.0
13517,40.751588,-73.970962,16,16.0
13519,30.603182,-87.114081,21,21.0
13519,30.603296,-87.119226,16,16.0
13519,30.603329,-87.121613,13,13.0
13519,30.603413,-87.126034,20,20.0
13519,30.603423,-87.126468,20,20.0
13519,30.604429,-87.112591,33,33.0
13521,0.0,0.0,44,44.0
13524,50.06634,8.241121,10,10.0
13525,0.0,0.0,1153,1153.0
13526,0.0,0.0,74,74.0
13528,0.0,0.0,57,57.0
13530,45.812663,12.039095,28,28.0
13531,0.0,0.0,2100,2100.0
13532,40.768218,-73.971588,297,297.0
13533,34.0,9.0,151,151.0
13536,0.0,0.0,316,316.0
13539,0.0,0.0,10,10.0
13550,0.0,0.0,26,26.0
13555,0.0,0.0,16,16.0
13556,17.385044,78.486671,505,505.0
13557,0.0,0.0,362,362.0
13558,-28.027819,153.433428,220,220.0
13561,0.0,0.0,364,364.0
13562,53.333333,-3.416667,39,39.0
13562,53.364684,-2.280778,16,16.0
13563,0.0,0.0,1142,1142.0
13567,36.119167,-115.316536,12,12.0
13568,37.505234,-122.247307,10,10.0
13570,28.563996,77.245185,21,21.0
13571,28.612219,-80.807554,29,29.0
13573,0.0,0.0,33,33.0
13574,0.0,0.0,30,30.0
13575,0.0,0.0,99,99.0
13576,0.0,0.0,214,214.0
13578,0.0,0.0,2100,2100.0
13579,35.46756,-97.516428,227,227.0
13580,40.581133,-74.238259,16,16.0
13580,40.599838,-74.675497,55,55.0
13580,40.984934,-74.134168,28,28.0
13583,53.793853,-1.752442,37,37.0
13584,0.0,0.0,26,26.0
13585,44.44208,26.094047,11,11.0
13590,0.0,0.0,196,196.0
13592,0.0,0.0,54,54.0
13597,0.0,0.0,272,272.0
13597,27.733173,85.362713,13,13.0
13599,0.0,0.0,14,14.0
13608,0.0,0.0,13,13.0
13617,40.506899,-111.413239,63,63.0
13652,34.1013,-118.318638,78,78.0
13713,33.126197,-96.876261,22,22.0
13747,41.388082,-81.710779,201,201.0
13798,0.0,0.0,19,19.0
13799,55.605216,13.029385,10,10.0
13800,0.0,0.0,102,102.0
13801,40.32844,-74.790718,145,145.0
13802,34.500304,-111.500976,22,22.0
13803,38.203792,-121.29839,98,98.0
13804,38.951705,-92.334072,31,31.0
13806,43.075531,-89.385843,17,17.0
13807,0.0,0.0,40,40.0
13808,41.372316,-73.733465,43,43.0
13810,0.0,0.0,40,40.0
13811,31.198056,29.919167,107,107.0
13812,32.830519,-79.962044,13,13.0
13814,44.479496,10.998133,35,35.0
13814,44.479561,10.998137,13,13.0
13814,44.482963,11.004805,162,162.0
13906,-37.80402,144.960051,246,246.0
13906,-37.605761,145.112512,245,245.0
13907,-27.514084,152.970182,23,23.0
13907,-27.477721,153.028414,18,18.0
13907,-27.477139,153.028015,10,10.0
13907,-27.460894,153.036769,10,10.0
14,0.0,0.0,36,36.0
14,39.739154,-104.984703,22,22.0
14077,53.480946,-2.237434,10,10.0
14084,47.862749,-121.88676,10,10.0
14261,33.057212,-96.690723,10,10.0
143,35.643859,-121.190753,16,16.0
143,39.606679,-105.081082,18,18.0
143,39.734386,-104.98836,22,22.0
143,39.738449,-104.987393,11,11.0
143,39.740138,-104.809943,21,21.0
143,39.742175,-105.071953,19,19.0
143,39.743947,-105.039334,16,16.0
143,39.748319,-105.053892,21,21.0
143,39.752262,-104.99424,18,18.0
143,39.785816,-104.76828,13,13.0
143,39.856299,-104.90664,11,11.0
14356,41.043889,-73.591111,255,255.0
14357,33.244281,-86.816377,193,193.0
144,29.416725,-98.482209,10,10.0
144,29.467228,-98.653159,23,23.0
14415,35.991978,-83.666627,119,119.0
1444,32.735876,-117.14899,14,14.0
1444,32.7763,-117.15196,18,18.0
1444,32.814861,-117.007474,16,16.0
1445,39.10483,-76.705619,14,14.0
1445,39.104843,-76.705527,102,102.0
1445,39.104978,-76.722159,11,11.0
1445,39.118876,-76.776884,11,11.0
1446,36.577364,138.138299,17,17.0
1446,36.577367,138.138308,64,64.0
1446,36.581527,138.148174,120,120.0
1446,36.581553,138.148128,46,46.0
1446,36.642402,138.188627,16,16.0
1446,36.643,138.188686,32,32.0
1446,36.643027,138.188776,27,27.0
1446,36.643083,138.188705,12,12.0
1446,36.643114,138.187766,13,13.0
1446,36.643921,138.188956,12,12.0
1446,36.65,138.183333,31,31.0
1446,36.660975,138.188513,64,64.0
1446,36.661642,138.1877,92,92.0
1446,36.663119,138.187013,48,48.0
1447,0.0,0.0,295,295.0
1447,33.23381,-111.720599,114,114.0
1448,41.188055,-87.892363,15,15.0
1448,41.884515,-87.619765,19,19.0
14480,21.306944,-157.858333,13,13.0
14480,32.715329,-117.157255,37,37.0
14480,32.742552,-117.031417,12,12.0
14481,8.482222,124.647222,32,32.0
14482,36.27403,-92.594829,23,23.0
145,33.7004,-78.922734,40,40.0
145,38.707341,-76.531067,16,16.0
145,38.720945,-75.076014,16,16.0
145,38.863131,-76.845206,10,10.0
145,38.879068,-76.852058,13,13.0
145,39.099275,-76.848306,1388,1388.0
145,39.298191,-77.853485,16,16.0
1450,60.163251,24.927889,86,86.0
1451,22.396428,114.109497,11,11.0
1452,42.08404,-71.017863,31,31.0
1452,42.23826,-71.01197,41,41.0
1455,64.133333,28.416667,34,34.0
146,0.0,0.0,58,58.0
146,37.677418,-97.674889,10,10.0
146,38.880015,-94.696465,16,16.0
146,38.912928,-94.725854,13,13.0
146,38.926861,-94.686315,29,29.0
146,38.982228,-94.670792,210,210.0
1460,38.851853,-94.801673,17,17.0
14639,1.350278,103.722778,135,135.0
14640,0.0,0.0,55,55.0
14649,33.429176,-111.940336,12,12.0
14692,53.784461,-2.888808,22,22.0
14693,0.0,0.0,12,12.0
14699,51.316667,-0.083333,77,77.0
147,0.0,0.0,78,78.0
147,34.472218,-77.466148,11,11.0
147,35.053979,-93.393518,105,105.0
147,35.05459,-93.388014,41,41.0
147,35.054638,-93.387978,17,17.0
147,35.054825,-93.388039,14,14.0
147,35.056423,-93.38842,11,11.0
147,35.057541,-93.387329,14,14.0
147,35.140093,-93.921591,43,43.0
147,35.14764,-93.824051,122,122.0
147,35.157818,-93.808849,34,34.0
147,35.183519,-93.723391,12,12.0
147,35.292032,-93.729917,20,20.0
147,35.385924,-94.398548,10,10.0
14768,40.466345,-111.469909,21,21.0
14851,38.833469,-77.308467,15,15.0
14851,38.838661,-77.324612,49,49.0
14852,40.650104,-73.949582,19,19.0
149,37.479722,-122.258469,150,150.0
149,37.487283,-122.282446,77,77.0
149,38.148861,-84.515361,11,11.0
149,40.043983,-75.386472,13,13.0
149,40.046684,-75.421013,17,17.0
15,38.462335,-75.051292,13,13.0
15010,40.490652,-111.887549,17,17.0
15010,40.500688,-111.886117,10,10.0
15010,40.68475,-111.871391,50,50.0
1502,42.255472,-83.402455,14,14.0
1502,42.255604,-83.40894,19,19.0
1502,42.255755,-83.401628,70,70.0
1502,42.277563,-83.740883,71,71.0
1502,42.290168,-83.850478,27,27.0
15077,29.424122,-98.493628,55,55.0
151,51.556347,-0.100272,65,65.0
15191,41.388787,2.158985,12,12.0
1521,38.835112,-104.817064,13,13.0
15283,35.65406,139.762696,25,25.0
15283,35.654571,139.762832,10,10.0
15283,35.685799,139.668227,63,63.0
15292,35.715361,140.126295,13,13.0
15293,35.601057,139.523685,28,28.0
15293,35.601129,139.523383,10,10.0
15302,34.400122,132.713577,13,13.0
154,0.0,0.0,12,12.0
154,50.70203,-1.925606,11,11.0
154,50.725392,-1.86448,10,10.0
154,50.731644,-1.857819,348,348.0
154,50.731662,-1.858695,102,102.0
154,50.733333,-2.933333,19,19.0
15501,38.857129,-94.284625,241,241.0
15533,35.695681,139.798222,11,11.0
15534,0.0,0.0,22,22.0
15535,60.175556,24.934167,20,20.0
15536,35.667236,139.632273,10,10.0
15538,60.162837,24.94016,185,185.0
15543,25.0,45.0,23,23.0
15545,36.204824,138.252924,34,34.0
15588,35.127412,-106.586333,276,276.0
156,0.0,0.0,11,11.0
156,38.962914,-95.283396,117,117.0
156,38.962934,-95.283378,45,45.0
15621,51.875403,0.56802,39,39.0
15622,0.0,0.0,22,22.0
15624,52.74388,0.563506,58,58.0
15653,35.750347,-86.250271,17,17.0
15659,52.264167,4.630556,50,50.0
15659,52.373084,4.899902,10,10.0
157,33.748995,-84.387982,16,16.0
15710,0.0,0.0,122,122.0
15713,38.700211,-9.240685,33,33.0
158,0.0,0.0,51,51.0
158,36.855306,-76.14462,29,29.0
15816,3.166667,101.7,38,38.0
15824,0.0,0.0,41,41.0
15833,0.0,0.0,93,93.0
159,42.960892,-85.65368,35,35.0
15960,32.495869,-117.288526,97,97.0
15960,32.840678,-117.258794,33,33.0
15961,34.090657,-118.386155,29,29.0
16056,38.991233,-94.451656,10,10.0
16056,38.991501,-94.45328,12,12.0
16085,33.427561,-111.929228,15,15.0
16085,33.433333,-112.033333,29,29.0
16118,41.803978,3.058764,370,370.0
16119,0.0,0.0,52,52.0
16120,36.755536,-3.875011,14,14.0
16120,38.819134,0.121881,61,61.0
16154,26.317149,-80.18327,15,15.0
16262,0.0,0.0,46,46.0
16263,52.524248,13.34943,13,13.0
16264,52.530614,13.190119,73,73.0
16265,59.3347,18.059937,34,34.0
16265,59.345003,18.047627,24,24.0
163,37.256243,-121.924466,16,16.0
16300,32.956848,-96.742348,37,37.0
16302,39.217447,-94.655516,19,19.0
16496,48.85341,2.3488,14,14.0
165,0.0,0.0,40,40.0
16556,37.049419,-84.639496,20,20.0
16631,44.047727,-123.091988,22,22.0
16632,47.63069,-122.342352,61,61.0
167,39.574431,-106.09752,13,13.0
167,39.739154,-104.984703,12,12.0
167,39.755543,-105.2211,15,15.0
16718,26.226471,50.489805,610,610.0
16720,25.800882,-100.57851,32,32.0
16798,0.0,0.0,78,78.0
16799,40.204801,-75.009507,23,23.0
16801,0.0,0.0,37,37.0
16802,42.000265,-93.500492,54,54.0
17044,39.983333,-0.033333,82,82.0
17046,38.763816,-75.177885,115,115.0
17048,43.457769,-88.837329,22,22.0
17049,0.0,0.0,192,192.0
17050,41.654797,-93.488755,27,27.0
17050,42.187206,-93.595771,83,83.0
17155,40.69427,-73.918748,97,97.0
17213,36.835376,-76.303656,343,343.0
17286,0.0,0.0,11,11.0
17289,27.881953,-82.741132,34,34.0
17289,39.3375,-82.113,39,39.0
17291,0.0,0.0,11,11.0
17293,44.854686,-93.470786,50,50.0
17299,27.770861,-82.679266,80,80.0
173,40.215029,-76.989934,13,13.0
17364,44.95744,7.190914,11,11.0
17364,45.099445,7.362315,14,14.0
17387,0.0,0.0,36,36.0
17408,26.713643,-80.052938,283,283.0
17568,0.0,0.0,16,16.0
1769,36.132157,-86.795849,531,531.0
1770,47.643549,-122.128597,213,213.0
17739,36.16589,-86.784443,15,15.0
17741,0.0,0.0,91,91.0
18,40.714269,-74.005973,10,10.0
18031,30.306573,-81.72947,15,15.0
18062,-34.933333,138.6,13,13.0
18194,30.369819,-97.713249,15,15.0
18243,47.367569,8.557449,12,12.0
18243,47.387053,8.180811,26,26.0
18285,42.299797,-71.350274,26,26.0
18288,42.2125,-83.353333,13,13.0
18339,39.843377,-86.397774,46,46.0
18378,51.469435,-0.074759,59,59.0
18378,51.47294,-0.093097,40,40.0
18378,51.508415,-0.125533,11,11.0
18392,35.655871,139.796312,15,15.0
18394,35.576528,139.576901,22,22.0
18394,35.609595,139.692837,10,10.0
18397,51.04677,-114.072274,17,17.0
18502,0.0,0.0,44,44.0
18502,51.429949,-0.123563,28,28.0
18502,51.583508,-1.311025,23,23.0
18502,51.823753,-1.315333,18,18.0
18503,51.476048,-0.27962,36,36.0
18504,51.383333,-0.65,16,16.0
18564,4.885438,114.94601,16,16.0
18564,4.944108,114.946553,18,18.0
1859,39.237258,-76.607283,34,34.0
1859,39.23741,-76.60719,24,24.0
1860,0.0,0.0,22,22.0
1860,35.628155,139.573013,50,50.0
1860,35.66103,139.667127,24,24.0
1860,35.66109,139.668376,11,11.0
1863,33.380672,-84.799657,14,14.0
1864,34.062865,-118.202963,23,23.0
1864,34.125207,-118.231717,13,13.0
1864,34.133368,-118.206012,24,24.0
1864,34.134363,-118.227691,53,53.0
1864,34.134838,-118.22866,26,26.0
1864,34.135833,-118.21611,20,20.0
1864,34.136049,-118.215097,20,20.0
1864,34.139012,-118.215654,13,13.0
1864,34.141386,-118.224144,27,27.0
1864,34.141843,-118.233297,34,34.0
1864,34.142742,-118.22465,12,12.0
1864,34.144394,-118.255237,10,10.0
1864,34.19753,-118.187279,16,16.0
18640,0.0,0.0,14,14.0
18643,0.0,0.0,23,23.0
1869,43.653077,-79.379521,27,27.0
1869,43.695646,-79.399795,157,157.0
1871,28.136834,-82.001155,96,96.0
1875,0.0,0.0,117,117.0
1875,35.37528,139.576712,13,13.0
1878,0.0,0.0,33,33.0
1878,34.816906,139.069921,14,14.0
1878,35.460445,138.832321,135,135.0
1878,35.637351,139.743689,20,20.0
1878,35.643519,139.60892,72,72.0
1878,35.662036,139.69894,69,69.0
1878,35.67232,139.765743,41,41.0
1878,35.673175,139.761787,92,92.0
1878,35.674933,139.764368,20,20.0
1878,35.683989,139.703648,19,19.0
1878,35.698038,139.756086,39,39.0
1878,35.698231,139.772652,57,57.0
1878,35.698547,139.773091,157,157.0
1878,35.698683,139.774219,12,12.0
1878,35.699265,139.773911,100,100.0
1878,35.699634,139.768856,50,50.0
1878,35.701885,139.752325,22,22.0
1878,35.702053,139.771129,13,13.0
1878,35.703195,139.579762,45,45.0
1878,35.705256,139.7723,16,16.0
1878,35.707771,139.770437,20,20.0
1878,35.708052,139.774063,29,29.0
1878,35.710071,139.773967,99,99.0
1878,35.718269,139.75703,256,256.0
1878,35.719039,139.75431,17,17.0
1878,35.719305,139.754305,196,196.0
1878,35.720914,139.779661,42,42.0
1878,35.722132,139.752016,250,250.0
1878,35.727293,139.712136,14,14.0
1878,36.990747,140.163543,95,95.0
1879,30.307498,-97.710609,11,11.0
1879,30.329163,-97.731722,24,24.0
1879,30.412371,-97.688589,16,16.0
1879,30.413433,-97.675811,12,12.0
1879,30.417305,-97.704779,10,10.0
1879,30.421236,-97.702982,49,49.0
1879,30.445386,-97.744047,17,17.0
1880,34.654468,135.428948,11,11.0
1880,35.447507,139.642345,190,190.0
18806,41.473095,-87.061141,12,12.0
1881,35.734993,139.631988,29,29.0
1882,-33.88765,151.197022,129,129.0
1882,-33.883785,151.201025,188,188.0
1882,-33.868474,151.200339,16,16.0
18841,41.510144,-72.87721,24,24.0
18841,41.516948,-72.902805,148,148.0
18841,41.524602,-73.06537,11,11.0
18841,41.538854,-72.998915,13,13.0
18841,41.541887,-72.999763,97,97.0
18841,41.692322,-72.76843,20,20.0
1887,34.019454,-118.491191,52,52.0
1887,34.021122,-118.396467,24,24.0
1887,34.052234,-118.243685,13,13.0
1888,51.067596,1.621793,24,24.0
1888,51.554511,-0.16521,63,63.0
1889,35.466667,133.066667,30,30.0
18906,0.0,0.0,17,17.0
1891,37.589358,-122.018165,50,50.0
1895,47.648568,-122.334338,19,19.0
1896,0.0,0.0,51,51.0
1896,41.578177,-71.684544,124,124.0
1896,41.583219,-71.660015,83,83.0
18961,39.880768,-86.186821,53,53.0
18962,0.0,0.0,288,288.0
18965,32.716706,-117.154016,17,17.0
19,40.075473,-76.329995,12,12.0
1904,39.638387,-104.905884,10,10.0
1904,39.756327,-104.994352,15,15.0
1906,35.625946,139.633699,11,11.0
19113,0.0,0.0,47,47.0
1913,38.810841,-94.927187,24,24.0
1913,38.93267,-94.69462,44,44.0
1913,38.932834,-94.696398,17,17.0
1913,38.982228,-94.670792,15,15.0
1914,40.416502,-3.702564,198,198.0
1916,34.686919,135.488444,15,15.0
19351,42.306099,-83.68985,72,72.0
19364,21.269892,-157.821748,11,11.0
19366,20.90943,-156.490799,10,10.0
19367,20.750278,-156.500278,16,16.0
19367,21.306944,-157.858333,40,40.0
19367,21.386667,-158.009167,24,24.0
19529,21.333619,-158.120986,15,15.0
19530,21.332767,-157.87877,20,20.0
1954,45.638728,-122.661486,43,43.0
19574,0.0,0.0,314,314.0
19604,0.0,0.0,50,50.0
19684,39.956608,-75.267384,172,172.0
19822,39.290385,-76.612189,94,94.0
19950,35.725929,51.429703,65,65.0
20004,40.743991,-74.032363,35,35.0
20026,55.659723,12.597753,14,14.0
20026,55.678127,12.576572,18,18.0
20045,44.987139,-93.271525,10,10.0
20046,33.814548,-84.35331,14,14.0
20128,0.0,0.0,1964,1964.0
20138,0.0,0.0,52,52.0
20224,30.385755,-88.611685,40,40.0
20224,30.925187,-88.590024,13,13.0
20224,30.961489,-88.638859,15,15.0
20224,31.327119,-89.290339,117,117.0
20224,32.750411,-89.750357,176,176.0
20226,34.1384,-117.45038,10,10.0
20227,0.0,0.0,17,17.0
206,37.760328,-122.466157,38,38.0
206,37.784489,-122.407415,19,19.0
206,37.787589,-122.421545,325,325.0
206,37.799388,-122.401231,17,17.0
20644,37.933673,-84.47219,33,33.0
208,33.745468,-84.368438,24,24.0
208,33.746577,-84.373643,10,10.0
208,33.751148,-84.322195,26,26.0
208,33.759776,-84.331108,23,23.0
208,33.762029,-84.296964,11,11.0
208,33.762467,-84.333222,10,10.0
208,33.771522,-84.367712,11,11.0
208,33.773413,-84.366201,20,20.0
208,33.7756,-84.298115,101,101.0
208,33.775982,-84.303329,126,126.0
208,33.78803,-84.326402,19,19.0
208,33.789761,-84.307435,10,10.0
208,33.790267,-84.305261,15,15.0
208,33.790317,-84.304412,15,15.0
20800,47.606209,-122.332071,130,130.0
209,29.427381,-98.485272,10,10.0
20944,39.76,-98.5,996,996.0
20975,0.0,0.0,197,197.0
21,39.365762,-104.824317,11,11.0
210,0.0,0.0,84,84.0
210,37.709799,-122.392808,44,44.0
210,37.774929,-122.419415,310,310.0
210,37.78413,-122.403864,40,40.0
210,37.784436,-122.404186,20,20.0
210,37.784896,-122.406906,32,32.0
210,37.785455,-122.406034,29,29.0
210,37.786751,-122.408467,36,36.0
210,37.787037,-122.400054,10,10.0
210,37.787931,-122.407501,148,148.0
210,37.790365,-122.407186,925,925.0
210,37.79134,-122.407418,38,38.0
210,37.797013,-122.398906,75,75.0
210,37.829563,-122.266464,18,18.0
210,37.977978,-122.031073,33,33.0
210,37.996504,-121.732016,18,18.0
210,37.997422,-121.712454,10,10.0
210,38.004921,-121.805789,140,140.0
210,38.015309,-121.944381,17,17.0
211,37.387938,-122.082552,13,13.0
212,32.788303,-96.80934,12,12.0
212,33.502576,-101.902558,19,19.0
212,33.532689,-101.922388,12,12.0
212,33.540752,-101.925873,13,13.0
212,33.548565,-101.887782,17,17.0
212,33.548602,-101.957136,19,19.0
212,33.549132,-101.915897,26,26.0
212,33.567468,-101.858774,206,206.0
212,33.567491,-101.858713,72,72.0
212,33.570549,-101.875833,13,13.0
212,33.572719,-101.855749,15,15.0
212,33.577829,-101.90528,17,17.0
212,33.587985,-101.870017,93,93.0
212,33.592154,-101.870514,29,29.0
212,33.5929,-101.870416,149,149.0
21241,47.089945,-122.777746,14,14.0
213,39.200513,-94.710826,10,10.0
